********************************************************************************************
 OpeNER crosslingual sentiment lexicon : crosslingual scales grouped in aspect groups 
 Owner OpeNER and VU-UniversityAmsterdam (CLTL)
 de(german) nl(dutch) fr(french) it(italian) es(spanish) en(english)
********************************************************************************************


language;entry;sentiment;aspectCategory;clsId
es;más bien pequeño;negative;SIZE;1369
es;no son grandes;negative;SIZE;1370
es;no son muy grandes;negative;SIZE;1371
es;pelin pequeño;negative;SIZE;1372
es;senzillo;negative;SIZE;1373
es;son un poco pequeñas;negative;SIZE;1374
fr;assez petit;negative;SIZE;1375
fr;le plus petit;negative;SIZE;1376
fr;limiter;negative;SIZE;1377
fr;n' être pas grand;negative;SIZE;1378
fr;pas assez de place;strongnegative;SIZE;1379
fr;trop petit;strongnegative;SIZE;1380
fr;un gros moins;strongnegative;SIZE;1381
fr;vraiment trop petit;strongnegative;SIZE;1382
it;abbastanza lontano;negative;SIZE;1383
it;alone;negative;SIZE;1384
it;carente uno po;negative;SIZE;1385
it;con poco;negative;SIZE;1386
it;eccessivamente grande;negative;SIZE;1387
it;ma non eccezionale;negative;SIZE;1388
it;molto stringere;negative;SIZE;1389
it;non particolarmente spazioso;negative;SIZE;1390
nl;niet bijzonder ruim;negative;SIZE;1390
it;non è grandissimo;negative;SIZE;1391
nl;niet zo groot;negative;SIZE;1391
it;poco spazio;negative;SIZE;1392
it;polverose;negative;SIZE;1393
it;si ricevere poco;negative;SIZE;1394
nl;kleiner oogde;negative;SIZE;1395
nl;net zo groot;negative;SIZE;1396
nl;was piepklein;negative;SIZE;1397
nl;echt te groot;strongnegative;SIZE;1398
nl;erg kleine ruimte;strongnegative;SIZE;1399
